"","thread_post","user","date_proc","image","postnum","quote","join_date","likes","nonquote_image"
"3239","#35309","Spehsmonkey","Jul 8, 2018 at 9:19 PM",0,9393262,0,"Apr 21, 2014",NA,0
"3240","#35310","erictheobscure","Jul 8, 2018 at 10:14 PM",0,9393289,0,"Feb 18, 2008",NA,0
"3241","#35311","Coldsnap","Jul 8, 2018 at 10:42 PM",0,9393301,0,"Oct 12, 2008",NA,0
"3242","#35312","RegisDB9","Jul 8, 2018 at 10:48 PM",0,9393305,1,"Oct 15, 2010",3,-1
"3243","#35313","Parker","Jul 8, 2018 at 11:16 PM",0,9393323,0,"Jan 9, 2005",1,0
"3244","#35314","ChetB","Jul 8, 2018 at 11:16 PM",0,9393324,0,"Jun 5, 2011",3,0
"3245","#35315","Dirt","Jul 8, 2018 at 11:24 PM",1,9393330,0,"Mar 2, 2016",NA,1
"3246","#35316","farood","Jul 9, 2018 at 12:20 AM",0,9393344,0,"Sep 7, 2016",21,0
"3247","#35317","Superb0bo","Jul 9, 2018 at 1:17 AM",0,9393361,0,"Jan 3, 2007",NA,0
"3248","#35318","Tabooku","Jul 9, 2018 at 1:36 AM",1,9393377,0,"Oct 25, 2015",2,1
"3249","#35319","Benesyed","Jul 9, 2018 at 4:10 AM",0,9393432,1,"Aug 9, 2010",1,-1
"3250","#35320","Kaplan","Jul 9, 2018 at 4:22 AM",0,9393438,0,"Sep 25, 2008",NA,0
"3251","#35321","kbadgley84","Jul 9, 2018 at 5:57 AM",0,9393500,1,"Feb 3, 2014",2,-1
"3252","#35322","Parker","Jul 9, 2018 at 6:55 AM",1,9393552,0,"Jan 9, 2005",1,1
"3253","#35323","evolsirhc","Jul 9, 2018 at 2:07 PM",1,9394064,0,"Jul 14, 2016",8,1
"3254","#35324","colabear","Jul 9, 2018 at 6:04 PM",1,9394230,0,"Nov 22, 2010",3,1
"3255","#35325","RegisDB9","Jul 9, 2018 at 7:32 PM",0,9394290,0,"Oct 15, 2010",30,0
"3256","#35326","Cotton Dockers","Jul 9, 2018 at 7:51 PM",0,9394305,1,"Nov 23, 2011",29,-1
"3257","#35327","Mr. Moo","Jul 9, 2018 at 8:29 PM",0,9394329,0,"Nov 25, 2008",NA,0
"3258","#35328","msg","Jul 9, 2018 at 8:30 PM",0,9394330,1,"Apr 4, 2010",16,-1
"3259","#35329","penanceroyaltea","Jul 9, 2018 at 8:58 PM",0,9394350,1,"Jan 27, 2012",NA,-1
"3260","#35330","Thrift Vader","Jul 10, 2018 at 8:54 AM",0,9394710,1,"Sep 27, 2014",NA,-1
"3261","#35331","nahneun","Jul 10, 2018 at 10:32 AM",1,9394793,0,"Feb 25, 2009",12,1
"3262","#35332","Zamb","Jul 10, 2018 at 2:17 PM",0,9395010,0,"May 9, 2013",10,0
"3263","#35333","Aske","Jul 10, 2018 at 8:31 PM",0,9395330,0,"Jun 7, 2013",NA,0
"3264","#35334","gettoasty","Jul 10, 2018 at 9:08 PM",0,9395368,1,"Feb 8, 2010",NA,-1
"3265","#35335","RegisDB9","Jul 10, 2018 at 9:17 PM",0,9395377,1,"Oct 15, 2010",NA,-1
"3266","#35336","Benesyed","Jul 11, 2018 at 3:14 AM",1,9395449,0,"Aug 9, 2010",1,1
"3267","#35337","Homme","Jul 11, 2018 at 4:30 AM",1,9395486,1,"Mar 11, 2006",40,0
"3268","#35338","Orsini","Jul 11, 2018 at 1:33 PM",1,9395965,0,"Nov 8, 2007",4,1
"3269","#35339","RegisDB9","Jul 11, 2018 at 6:07 PM",1,9396206,0,"Oct 15, 2010",20,1
"3270","#35340","gettoasty","Jul 11, 2018 at 7:55 PM",0,9396277,0,"Feb 8, 2010",9,0
"3271","#35341","Zamb","Jul 11, 2018 at 8:03 PM",1,9396284,0,"May 9, 2013",16,1
"3272","#35342","WBaker","Jul 12, 2018 at 9:11 AM",1,9396706,0,"Jan 5, 2010",7,1
"3273","#35343","Preemo","Jul 12, 2018 at 2:51 PM",1,9397102,0,"May 4, 2013",25,1
"3274","#35344","farood","Jul 12, 2018 at 3:01 PM",1,9397110,0,"Sep 7, 2016",16,1
"3275","#35345","RegisDB9","Jul 12, 2018 at 7:05 PM",0,9397268,0,"Oct 15, 2010",21,0
"3276","#35346","Benesyed","Jul 12, 2018 at 7:06 PM",0,9397270,0,"Aug 9, 2010",NA,0
"3277","#35347","RegisDB9","Jul 12, 2018 at 7:09 PM",1,9397274,0,"Oct 15, 2010",NA,1
"3278","#35348","WBaker","Jul 13, 2018 at 7:46 PM",1,9398322,0,"Jan 5, 2010",8,1
"3279","#35349","gettoasty","Jul 13, 2018 at 10:25 PM",1,9398394,0,"Feb 8, 2010",12,1
"3280","#35350","Rais","Jul 14, 2018 at 3:49 AM",1,9398451,0,"Oct 26, 2013",31,1
"3281","#35351","penanceroyaltea","Jul 14, 2018 at 6:12 AM",1,9398503,0,"Jan 27, 2012",51,1
"3282","#35352","Superb0bo","Jul 14, 2018 at 6:41 AM",1,9398521,0,"Jan 3, 2007",18,1
"3283","#35353","verver","Jul 14, 2018 at 12:01 PM",1,9398738,0,"Jul 9, 2006",3,1
"3284","#35354","Vaudevillian","Jul 14, 2018 at 12:05 PM",0,9398741,1,"Dec 19, 2010",NA,-1
"3285","#35355","nicelynice","Jul 14, 2018 at 6:22 PM",0,9399035,0,"Jan 23, 2009",NA,0
"3286","#35356","penanceroyaltea","Jul 14, 2018 at 6:26 PM",1,9399037,0,"Jan 27, 2012",NA,1
"3287","#35357","UrbanComposition","Jul 14, 2018 at 11:52 PM",1,9399157,0,"Aug 6, 2010",49,1
"3288","#35358","#dadcore","Jul 15, 2018 at 10:11 AM",0,9399423,0,"Apr 22, 2017",22,0
"3289","#35359","Parker","Jul 15, 2018 at 1:59 PM",0,9399634,1,"Jan 9, 2005",NA,-1
"3290","#35360","Spehsmonkey","Jul 15, 2018 at 2:19 PM",1,9399655,1,"Apr 21, 2014",NA,0
"3291","#35361","#dadcore","Jul 15, 2018 at 3:35 PM",0,9399730,1,"Apr 22, 2017",1,-1
"3292","#35362","Fuuma","Jul 16, 2018 at 6:10 AM",1,9400118,1,"Dec 20, 2004",4,0
"3293","#35363","Fuuma","Jul 16, 2018 at 6:13 AM",1,9400126,0,"Dec 20, 2004",2,1
"3294","#35364","falgfalg","Jul 16, 2018 at 8:55 AM",1,9400300,0,"Sep 9, 2015",13,1
"3295","#35365","KamoteJoe","Jul 16, 2018 at 9:47 AM",0,9400361,0,"Jul 19, 2013",33,0
"3296","#35366","WBaker","Jul 16, 2018 at 9:48 AM",1,9400365,1,"Jan 5, 2010",1,0
"3297","#35367","Fuuma","Jul 16, 2018 at 10:57 AM",0,9400480,1,"Dec 20, 2004",NA,-1
"3298","#35368","Fuuma","Jul 16, 2018 at 11:16 AM",1,9400513,0,"Dec 20, 2004",NA,1
"3299","#35369","colabear","Jul 16, 2018 at 11:30 AM",0,9400532,1,"Nov 22, 2010",5,-1
"3300","#35370","Fuuma","Jul 16, 2018 at 11:38 AM",0,9400552,0,"Dec 20, 2004",NA,0
"3301","#35371","Fuuma","Jul 16, 2018 at 11:40 AM",0,9400554,1,"Dec 20, 2004",NA,-1
"3302","#35372","UrbanComposition","Jul 16, 2018 at 11:43 AM",0,9400558,1,"Aug 6, 2010",NA,-1
"3303","#35373","Fuuma","Jul 16, 2018 at 11:54 AM",0,9400579,1,"Dec 20, 2004",NA,-1
"3304","#35374","Homme","Jul 16, 2018 at 12:03 PM",0,9400590,1,"Mar 11, 2006",NA,-1
"3305","#35375","UrbanComposition","Jul 16, 2018 at 12:39 PM",0,9400636,0,"Aug 6, 2010",NA,0
"3306","#35376","MaiLam","Jul 16, 2018 at 1:16 PM",0,9400676,1,"May 20, 2015",1,-1
"3307","#35377","robinsongreen68","Jul 16, 2018 at 2:08 PM",0,9400757,0,"Sep 25, 2006",1,0
"3308","#35378","UrbanComposition","Jul 16, 2018 at 3:10 PM",1,9400825,0,"Aug 6, 2010",22,1
"3309","#35379","chameshi_nampa","Jul 16, 2018 at 3:23 PM",0,9400838,0,"Jan 11, 2018",6,0
"3310","#35380","conceptual 4est","Jul 16, 2018 at 3:27 PM",0,9400844,1,"Jul 24, 2012",15,-1
"3311","#35381","Fuuma","Jul 16, 2018 at 3:42 PM",0,9400861,1,"Dec 20, 2004",NA,-1
"3312","#35382","UrbanComposition","Jul 16, 2018 at 3:50 PM",1,9400871,0,"Aug 6, 2010",1,1
"3313","#35383","gettoasty","Jul 16, 2018 at 8:27 PM",0,9401100,1,"Feb 8, 2010",4,-1
"3314","#35384","Preemo","Jul 17, 2018 at 2:56 AM",0,9401249,1,"May 4, 2013",NA,-1
"3315","#35385","Fuuma","Jul 17, 2018 at 8:44 AM",0,9401549,0,"Dec 20, 2004",NA,0
"3316","#35386","gettoasty","Jul 17, 2018 at 9:13 AM",0,9401599,0,"Feb 8, 2010",NA,0
"3317","#35387","Superb0bo","Jul 17, 2018 at 9:27 AM",0,9401618,0,"Jan 3, 2007",NA,0
"3318","#35388","gettoasty","Jul 17, 2018 at 9:30 AM",1,9401621,0,"Feb 8, 2010",NA,1
"3319","#35389","Baron","Jul 17, 2018 at 9:51 AM",0,9401651,0,"Oct 5, 2004",73,0
"3320","#35390","Fuuma","Jul 17, 2018 at 11:04 AM",0,9401761,0,"Dec 20, 2004",4,0
"3321","#35391","conceptual 4est","Jul 17, 2018 at 1:14 PM",0,9401951,1,"Jul 24, 2012",NA,-1
"3322","#35392","Fuuma","Jul 17, 2018 at 1:44 PM",0,9401986,0,"Dec 20, 2004",1,0
"3323","#35393","LonerMatt","Jul 17, 2018 at 5:07 PM",0,9402184,0,"Nov 2, 2012",2,0
"3324","#35394","Kaplan","Jul 17, 2018 at 5:26 PM",1,9402200,0,"Sep 25, 2008",1,1
"3325","#35395","Spehsmonkey","Jul 17, 2018 at 6:52 PM",0,9402270,0,"Apr 21, 2014",40,0
"3326","#35396","ShoutOutsFoMyBo","Jul 17, 2018 at 8:03 PM",0,9402316,0,"May 13, 2012",1,0
"3327","#35397","UrbanComposition","Jul 17, 2018 at 9:44 PM",0,9402383,0,"Aug 6, 2010",1,0
"3328","#35398","Mr. Moo","Jul 18, 2018 at 6:03 PM",0,9403429,0,"Nov 25, 2008",1,0
"3329","#35399","Mr. Moo","Jul 18, 2018 at 6:05 PM",0,9403433,0,"Nov 25, 2008",NA,0
"3330","#35400","Timbaland","Jul 18, 2018 at 8:43 PM",0,9403561,0,"Dec 19, 2008",1,0
"3331","#35401","Mr. Moo","Jul 18, 2018 at 10:49 PM",0,9403621,0,"Nov 25, 2008",1,0
"3332","#35402","Timbaland","Jul 18, 2018 at 10:59 PM",0,9403623,1,"Dec 19, 2008",NA,-1
"3333","#35403","nahneun","Jul 18, 2018 at 11:31 PM",1,9403634,0,"Feb 25, 2009",6,1
"3334","#35404","vacationson","Jul 19, 2018 at 4:52 AM",0,9403798,0,"Dec 23, 2011",23,0
"3335","#35405","habitant","Jul 19, 2018 at 12:55 PM",0,9404326,1,"Aug 27, 2010",NA,-1
"3336","#35406","hayaoyamaneko","Jul 19, 2018 at 3:03 PM",0,9404456,1,"Nov 17, 2012",NA,-1
"3337","#35407","vacationson","Jul 19, 2018 at 5:21 PM",0,9404566,1,"Dec 23, 2011",NA,-1
"3338","#35408","vacationson","Jul 19, 2018 at 5:23 PM",1,9404567,0,"Dec 23, 2011",1,1
"3339","#35409","Newcomer","Jul 19, 2018 at 5:31 PM",0,9404573,1,"Mar 30, 2009",15,-1
"3340","#35410","whorishconsumer","Jul 19, 2018 at 5:38 PM",0,9404578,1,"Aug 12, 2010",2,-1
"3341","#35411","penanceroyaltea","Jul 19, 2018 at 10:46 PM",1,9404809,0,"Jan 27, 2012",2,1
"3342","#35412","mmmargeologist","Jul 20, 2018 at 5:21 AM",0,9404975,0,"Jun 1, 2016",13,0
"3343","#35413","RegisDB9","Jul 20, 2018 at 7:22 AM",1,9405090,0,"Oct 15, 2010",NA,1
"3344","#35414","flipstah","Jul 20, 2018 at 10:26 PM",1,9405922,0,"Oct 31, 2017",2,1
"3345","#35415","farood","Jul 21, 2018 at 12:10 AM",0,9405940,0,"Sep 7, 2016",25,0
"3346","#35416","Homme","Jul 21, 2018 at 10:39 AM",1,9406265,0,"Mar 11, 2006",27,1
"3347","#35417","kindofyoung","Jul 21, 2018 at 10:46 AM",1,9406268,0,"Jan 30, 2012",45,1
"3348","#35418","WBaker","Jul 21, 2018 at 11:29 AM",0,9406302,0,"Jan 5, 2010",6,0
"3349","#35419","WBaker","Jul 21, 2018 at 11:30 AM",1,9406304,0,"Jan 5, 2010",NA,1
"3350","#35420","conceptual 4est","Jul 21, 2018 at 12:04 PM",0,9406341,0,"Jul 24, 2012",36,0
"3351","#35421","baltimoron","Jul 21, 2018 at 12:56 PM",0,9406379,0,"Jan 14, 2012",NA,0
"3352","#35422","conceptual 4est","Jul 21, 2018 at 1:28 PM",1,9406405,1,"Jul 24, 2012",4,0
"3353","#35423","Numbernine","Jul 21, 2018 at 1:58 PM",0,9406435,1,"Jan 12, 2013",3,-1
"3354","#35424","Spehsmonkey","Jul 21, 2018 at 11:55 PM",1,9406793,0,"Apr 21, 2014",6,1
"3355","#35425","ghdvfddzgzdzg","Jul 23, 2018 at 11:24 AM",1,9407972,0,"May 3, 2010",22,1
"3356","#35426","colabear","Jul 23, 2018 at 2:04 PM",1,9408107,0,"Nov 22, 2010",1,1
"3357","#35427","WBaker","Jul 23, 2018 at 2:58 PM",0,9408188,0,"Jan 5, 2010",12,0
"3358","#35428","grizzlybear","Jul 23, 2018 at 7:02 PM",1,9408410,0,"Apr 4, 2011",NA,1
"3359","#35429","grizzlybear","Jul 23, 2018 at 7:03 PM",1,9408412,0,"Apr 4, 2011",NA,1
"3360","#35430","vacationson","Jul 24, 2018 at 2:05 AM",0,9408637,0,"Dec 23, 2011",7,0
"3361","#35431","Tabooku","Jul 24, 2018 at 10:03 AM",0,9408933,0,"Oct 25, 2015",27,0
"3362","#35432","Mr. Moo","Jul 24, 2018 at 11:59 AM",0,9409075,1,"Nov 25, 2008",1,-1
"3363","#35433","Tabooku","Jul 24, 2018 at 12:19 PM",0,9409098,0,"Oct 25, 2015",14,0
"3364","#35434","Mr. Moo","Jul 24, 2018 at 12:24 PM",0,9409102,0,"Nov 25, 2008",NA,0
"3365","#35435","hendrix","Jul 24, 2018 at 2:44 PM",1,9409227,0,"Apr 19, 2009",2,1
"3366","#35436","WBaker","Jul 24, 2018 at 3:13 PM",1,9409239,0,"Jan 5, 2010",9,1
"3367","#35437","hendrix","Jul 24, 2018 at 5:11 PM",1,9409339,0,"Apr 19, 2009",16,1
"3368","#35438","mmmargeologist","Jul 24, 2018 at 6:36 PM",1,9409428,0,"Jun 1, 2016",20,1
"3369","#35439","KamoteJoe","Jul 25, 2018 at 11:00 AM",0,9410294,0,"Jul 19, 2013",37,0
"3370","#35440","w00tsauce","Jul 25, 2018 at 8:35 PM",0,9410966,1,"Jul 1, 2012",NA,-1
"3371","#35441","habitant","Jul 25, 2018 at 10:01 PM",1,9411018,0,"Aug 27, 2010",NA,1
"3372","#35442","gettoasty","Jul 26, 2018 at 7:40 PM",0,9412325,0,"Feb 8, 2010",23,0
"3373","#35443","Parker","Jul 26, 2018 at 8:30 PM",1,9412361,0,"Jan 9, 2005",3,1
"3374","#35444","vacationson","Jul 27, 2018 at 10:50 AM",1,9413110,0,"Dec 23, 2011",6,1
"3375","#35445","chameshi_nampa","Jul 27, 2018 at 12:54 PM",0,9413228,0,"Jan 11, 2018",9,0
"3376","#35446","nicelynice","Jul 27, 2018 at 5:16 PM",1,9413414,0,"Jan 23, 2009",58,1
"3377","#35447","WBaker","Jul 27, 2018 at 6:04 PM",0,9413452,1,"Jan 5, 2010",26,-1
"3378","#35448","hendrix","Jul 27, 2018 at 6:58 PM",0,9413506,0,"Apr 19, 2009",3,0
"3379","#35449","WBaker","Jul 27, 2018 at 7:00 PM",0,9413508,0,"Jan 5, 2010",NA,0
"3380","#35450","dotcomzzz","Jul 27, 2018 at 10:06 PM",0,9413583,0,"Jan 4, 2010",NA,0
"3381","#35451","nicelynice","Jul 27, 2018 at 10:11 PM",1,9413587,1,"Jan 23, 2009",NA,0
"3382","#35452","Mr. Moo","Jul 28, 2018 at 8:27 AM",0,9414107,1,"Nov 25, 2008",NA,-1
"3383","#35453","whorishconsumer","Jul 28, 2018 at 8:40 AM",1,9414116,0,"Aug 12, 2010",NA,1
"3384","#35454","WBaker","Jul 28, 2018 at 11:13 AM",0,9414228,0,"Jan 5, 2010",6,0
"3385","#35455","Mr. Moo","Jul 28, 2018 at 12:03 PM",0,9414253,0,"Nov 25, 2008",NA,0
"3386","#35456","WBaker","Jul 28, 2018 at 12:19 PM",0,9414267,0,"Jan 5, 2010",1,0
"3387","#35457","Mr. Moo","Jul 28, 2018 at 12:28 PM",0,9414276,0,"Nov 25, 2008",NA,0
"3388","#35458","SirGrotius","Jul 28, 2018 at 12:53 PM",0,9414289,1,"Jan 23, 2011",NA,-1
"3389","#35459","baltimoron","Jul 28, 2018 at 12:57 PM",1,9414293,0,"Jan 14, 2012",1,1
"3390","#35460","Preemo","Jul 28, 2018 at 2:24 PM",0,9414361,0,"May 4, 2013",15,0
"3391","#35461","erictheobscure","Jul 28, 2018 at 2:26 PM",1,9414366,0,"Feb 18, 2008",NA,1
"3392","#35462","vankish","Jul 28, 2018 at 6:43 PM",1,9414507,0,"Dec 27, 2016",41,1
"3393","#35463","happyriverz","Jul 28, 2018 at 6:49 PM",1,9414514,1,"Jan 19, 2016",24,0
"3394","#35464","itsPronouncedSteven","Jul 28, 2018 at 9:45 PM",1,9414588,0,"Feb 8, 2018",1,1
"3395","#35465","Rais","Jul 29, 2018 at 8:25 AM",1,9414858,1,"Oct 26, 2013",25,0
"3396","#35466","Tabooku","Jul 29, 2018 at 8:28 AM",1,9414860,0,"Oct 25, 2015",NA,1
"3397","#35467","#dadcore","Jul 29, 2018 at 1:37 PM",0,9415078,1,"Apr 22, 2017",30,-1
"3398","#35468","mmmargeologist","Jul 29, 2018 at 5:20 PM",0,9415255,1,"Jun 1, 2016",NA,-1
"3399","#35469","#dadcore","Jul 29, 2018 at 6:30 PM",1,9415310,0,"Apr 22, 2017",NA,1
"3400","#35470","vacationson","Jul 29, 2018 at 10:55 PM",1,9415435,0,"Dec 23, 2011",12,1
"3401","#35471","RegisDB9","Jul 30, 2018 at 6:56 PM",0,9416545,0,"Oct 15, 2010",37,0
"3402","#35472","gettoasty","Jul 30, 2018 at 7:01 PM",0,9416548,0,"Feb 8, 2010",3,0
"3403","#35473","noob in 89","Jul 30, 2018 at 7:06 PM",0,9416550,0,"Dec 28, 2010",6,0
"3404","#35474","FrankCowperwood","Jul 30, 2018 at 7:17 PM",1,9416560,0,"May 23, 2011",1,1
"3405","#35475","colabear","Jul 30, 2018 at 7:18 PM",0,9416562,0,"Nov 22, 2010",2,0
"3406","#35476","Benesyed","Jul 30, 2018 at 8:10 PM",0,9416615,0,"Aug 9, 2010",9,0
"3407","#35477","Benesyed","Jul 30, 2018 at 8:12 PM",0,9416618,1,"Aug 9, 2010",1,-1
"3408","#35478","RegisDB9","Jul 30, 2018 at 8:22 PM",0,9416624,1,"Oct 15, 2010",3,-1
"3409","#35479","kbadgley84","Jul 30, 2018 at 8:32 PM",0,9416631,1,"Feb 3, 2014",NA,-1
"3410","#35480","kbadgley84","Jul 30, 2018 at 8:32 PM",0,9416632,1,"Feb 3, 2014",1,-1
"3411","#35481","colabear","Jul 30, 2018 at 8:57 PM",0,9416646,1,"Nov 22, 2010",NA,-1
"3412","#35482","kbadgley84","Jul 30, 2018 at 9:26 PM",1,9416663,0,"Feb 3, 2014",NA,1
"3413","#35483","beepbop","Jul 31, 2018 at 6:15 AM",0,9417500,0,"Aug 11, 2014",10,0
"3414","#35484","nahneun","Jul 31, 2018 at 6:25 AM",0,9417507,0,"Feb 25, 2009",6,0
"3415","#35485","Kaplan","Jul 31, 2018 at 7:09 AM",0,9417533,0,"Sep 25, 2008",2,0
"3416","#35486","Fueco","Jul 31, 2018 at 7:19 AM",0,9417542,1,"Mar 8, 2012",NA,-1
"3417","#35487","vacationson","Jul 31, 2018 at 8:00 AM",1,9417580,0,"Dec 23, 2011",1,1
"3418","#35488","vacationson","Jul 31, 2018 at 10:12 AM",0,9417746,1,"Dec 23, 2011",5,-1
"3419","#35489","beepbop","Jul 31, 2018 at 10:18 AM",0,9417751,1,"Aug 11, 2014",1,-1
"3420","#35490","Benesyed","Jul 31, 2018 at 11:04 AM",0,9417809,0,"Aug 9, 2010",NA,0
"3421","#35491","beepbop","Jul 31, 2018 at 11:08 AM",1,9417812,1,"Aug 11, 2014",1,0
"3422","#35492","RegisDB9","Jul 31, 2018 at 11:47 AM",1,9417851,0,"Oct 15, 2010",2,1
"3423","#35493","flowcharts","Jul 31, 2018 at 4:00 PM",0,9418089,1,"May 21, 2014",21,-1
"3424","#35494","Fuuma","Jul 31, 2018 at 6:54 PM",0,9418255,1,"Dec 20, 2004",NA,-1
"3425","#35495","habitant","Jul 31, 2018 at 6:57 PM",0,9418257,0,"Aug 27, 2010",2,0
"3426","#35496","msg","Jul 31, 2018 at 9:22 PM",0,9418349,1,"Apr 4, 2010",2,-1
"3427","#35497","beepbop","Aug 1, 2018 at 9:11 AM",1,9418830,0,"Aug 11, 2014",NA,1
"3428","#35498","MementoMori","Aug 1, 2018 at 9:44 AM",1,9418871,0,"Feb 6, 2017",16,1
"3429","#35499","AGlorifiedCrew","Aug 1, 2018 at 12:07 PM",1,9419022,1,"Feb 10, 2018",7,0
"3430","#35500","g transistor","Aug 1, 2018 at 1:20 PM",0,9419089,0,"Jun 1, 2009",22,0
"3431","#35501","e0d9n0b5","Aug 1, 2018 at 3:33 PM",1,9419213,0,"May 21, 2010",5,1
"3432","#35502","WBaker","Aug 1, 2018 at 4:55 PM",1,9419258,0,"Jan 5, 2010",7,1
"3433","#35503","KamoteJoe","Aug 2, 2018 at 9:59 AM",0,9420120,0,"Jul 19, 2013",32,0
"3434","#35504","WBaker","Aug 2, 2018 at 10:43 AM",0,9420184,0,"Jan 5, 2010",NA,0
"3435","#35505","FrankCowperwood","Aug 2, 2018 at 12:58 PM",0,9420317,0,"May 23, 2011",1,0
"3436","#35506","WBaker","Aug 2, 2018 at 1:39 PM",1,9420344,0,"Jan 5, 2010",11,1
"3437","#35507","vacationson","Aug 3, 2018 at 1:12 AM",1,9420872,0,"Dec 23, 2011",1,1
"3438","#35508","Kappelan","Aug 3, 2018 at 7:35 AM",1,9421061,0,"Nov 29, 2008",3,1
"3439","#35509","MementoMori","Aug 3, 2018 at 11:18 AM",1,9421337,0,"Feb 6, 2017",13,1
"3440","#35510","#dadcore","Aug 3, 2018 at 2:36 PM",1,9421526,0,"Apr 22, 2017",15,1
"3441","#35511","Darkside","Aug 3, 2018 at 2:50 PM",0,9421536,1,"Jan 14, 2014",16,-1
"3442","#35512","#dadcore","Aug 3, 2018 at 3:15 PM",1,9421552,0,"Apr 22, 2017",NA,1
"3443","#35513","WBaker","Aug 3, 2018 at 3:26 PM",1,9421565,0,"Jan 5, 2010",10,1
"3444","#35514","colabear","Aug 3, 2018 at 5:01 PM",1,9421650,0,"Nov 22, 2010",14,1
"3445","#35515","Newcomer","Aug 4, 2018 at 7:40 AM",1,9421996,0,"Mar 30, 2009",30,1
"3446","#35516","WBaker","Aug 4, 2018 at 8:18 AM",0,9422045,0,"Jan 5, 2010",6,0
"3447","#35517","Mr. Moo","Aug 4, 2018 at 9:30 AM",0,9422090,0,"Nov 25, 2008",1,0
"3448","#35518","colabear","Aug 4, 2018 at 2:23 PM",0,9422325,0,"Nov 22, 2010",NA,0
"3449","#35519","bows1","Aug 4, 2018 at 2:24 PM",0,9422328,0,"Apr 27, 2008",NA,0
"3450","#35520","colabear","Aug 4, 2018 at 2:28 PM",0,9422333,0,"Nov 22, 2010",NA,0
"3451","#35521","kindofyoung","Aug 4, 2018 at 6:38 PM",0,9422481,0,"Jan 30, 2012",42,0
"3452","#35522","penanceroyaltea","Aug 4, 2018 at 6:48 PM",0,9422487,0,"Jan 27, 2012",7,0
"3453","#35523","kindofyoung","Aug 5, 2018 at 6:24 AM",1,9422683,0,"Jan 30, 2012",3,1
"3454","#35524","KamoteJoe","Aug 5, 2018 at 11:10 AM",0,9422946,1,"Jul 19, 2013",26,-1
"3455","#35525","kbadgley84","Aug 5, 2018 at 11:44 AM",0,9422991,0,"Feb 3, 2014",3,0
"3456","#35526","GG Allin","Aug 5, 2018 at 2:07 PM",0,9423128,1,"Apr 5, 2012",NA,-1
"3457","#35527","g transistor","Aug 6, 2018 at 11:14 AM",1,9423904,0,"Jun 1, 2009",3,1
"3458","#35528","AGlorifiedCrew","Aug 6, 2018 at 12:21 PM",1,9423956,0,"Feb 10, 2018",3,1
"3459","#35529","WBaker","Aug 7, 2018 at 1:40 PM",0,9425071,0,"Jan 5, 2010",10,0
"3460","#35530","habitant","Aug 7, 2018 at 4:24 PM",0,9425208,1,"Aug 27, 2010",2,-1
"3461","#35531","Fueco","Aug 7, 2018 at 4:25 PM",0,9425209,1,"Mar 8, 2012",1,-1
"3462","#35532","Mr. Moo","Aug 7, 2018 at 7:27 PM",0,9425464,1,"Nov 25, 2008",NA,-1
"3463","#35533","Spehsmonkey","Aug 7, 2018 at 8:08 PM",1,9425525,0,"Apr 21, 2014",NA,1
"3464","#35534","vacationson","Aug 8, 2018 at 9:31 AM",1,9426195,0,"Dec 23, 2011",8,1
"3465","#35535","falgfalg","Aug 8, 2018 at 10:40 AM",0,9426280,0,"Sep 9, 2015",7,0
"3466","#35536","hendrix","Aug 8, 2018 at 1:48 PM",0,9426539,0,"Apr 19, 2009",8,0
"3467","#35537","gettoasty","Aug 8, 2018 at 2:35 PM",0,9426600,1,"Feb 8, 2010",NA,-1
"3468","#35538","Fuuma","Aug 8, 2018 at 2:57 PM",0,9426626,1,"Dec 20, 2004",1,-1
"3469","#35539","hendrix","Aug 8, 2018 at 3:12 PM",1,9426645,1,"Apr 19, 2009",NA,0
"3470","#35540","Fuuma","Aug 8, 2018 at 3:12 PM",0,9426647,1,"Dec 20, 2004",3,-1
"3471","#35541","Fuuma","Aug 8, 2018 at 3:15 PM",1,9426651,1,"Dec 20, 2004",2,0
"3472","#35542","Fuuma","Aug 8, 2018 at 3:18 PM",0,9426657,0,"Dec 20, 2004",3,0
"3473","#35543","FrankCowperwood","Aug 8, 2018 at 5:28 PM",0,9426794,0,"May 23, 2011",15,0
"3474","#35544","Spehsmonkey","Aug 8, 2018 at 5:32 PM",0,9426799,1,"Apr 21, 2014",1,-1
"3475","#35545","Fueco","Aug 8, 2018 at 5:34 PM",1,9426801,0,"Mar 8, 2012",1,1
"3476","#35546","RegisDB9","Aug 8, 2018 at 6:01 PM",1,9426824,0,"Oct 15, 2010",25,1
"3477","#35547","Homme","Aug 9, 2018 at 8:56 AM",1,9427398,1,"Mar 11, 2006",22,0
"3478","#35548","Callusing","Aug 9, 2018 at 9:37 AM",1,9427430,0,"Dec 27, 2013",NA,1
"3479","#35549","gettoasty","Aug 9, 2018 at 7:23 PM",1,9428004,0,"Feb 8, 2010",12,1
"3480","#35550","WBaker","Aug 10, 2018 at 5:00 AM",0,9428227,0,"Jan 5, 2010",8,0
"3481","#35551","Kappelan","Aug 10, 2018 at 9:54 AM",1,9428518,1,"Nov 29, 2008",2,0
"3482","#35552","hendrix","Aug 10, 2018 at 3:50 PM",0,9428897,0,"Apr 19, 2009",NA,0
"3483","#35553","thatoneguy","Aug 10, 2018 at 6:08 PM",1,9428993,0,"Feb 17, 2010",8,1
"3484","#35554","WBaker","Aug 11, 2018 at 3:01 AM",0,9429232,0,"Jan 5, 2010",16,0
